"drift1","drift2","thresh1","thresh2","ndt1","ndt2"
4.79492331064895,3.45226342645178,1.39222764708968,1.65762389752188,0.228058819626773,0.184988182742846
3.98518859303748,2.19537759989948,1.24974123491922,2.02718244989165,0.185669194843622,0.184338627192862
5.36935797516669,3.97935767045255,1.33791969015989,1.59474994583324,0.189734502237278,0.214012387348198
3.99937478568024,3.79033381701906,1.28321090524536,1.58527291455886,0.205828261237744,0.176401095324695
3.08852593837163,2.78421968166662,1.36629667203261,1.80741495385135,0.14990241307652,0.192480605931076
4.75205364120751,4.01298224288354,1.46633332626766,1.6050892488457,0.196364598433685,0.195490899615072
4.58694963687779,3.56791627500387,1.17563818547208,1.35689086984,0.152558475773846,0.161034728923198
4.82202419868968,4.19762751254645,1.23039531217834,1.43047412819978,0.164165171613248,0.160298475425153
5.04244755561867,3.72713126281829,1.52706391699898,1.63618647573581,0.172110115511299,0.244842952812709
6.09555467212332,4.31330327325168,1.72172999507903,1.59197492997245,0.217421699139296,0.200316881193756
6.06899209210206,4.17085003819767,1.96124671528114,1.69111521346304,0.202582879125082,0.245292340530155
4.29123728485836,3.19391193442764,1.6181404292417,1.93560547613842,0.205994649554216,0.223954704182864
3.6666028748334,3.6420642028444,1.33960807990064,1.57675529690536,0.179193864529239,0.185423282319254
3.58924354084764,3.2606199385805,1.30273585807824,1.6412126822517,0.193844742765394,0.175175063123474
3.37707041629473,2.9428149830653,1.55918979356437,1.95768102671492,0.187360942031637,0.191422978655796
5.32341859926388,3.6173725539429,2.01680609093012,1.7423048196165,0.210326227169272,0.243370171991719
4.23637150138885,3.45132549832755,1.48964838251435,1.7388760048845,0.187997308365006,0.217000398495471
4.94411667682083,3.66227316276345,1.69546947561677,1.67955884322033,0.187001894928377,0.197388105332348
5.82932698501991,4.20755056642005,1.3699351776198,1.53339116420517,0.192991513323746,0.195711411038954
4.27492303451864,3.93454365355624,1.20419306376868,1.36990441881112,0.18230617340519,0.188890582828312
5.20470093093249,3.8402378010191,1.41982402540389,1.53524852628885,0.169141485212827,0.166452430582652
4.39757612062191,4.10966752701844,1.4316700448462,1.54568369355921,0.176155664051612,0.185515268472486
5.00497982626465,3.65861178161256,1.39683110102973,1.71794110148407,0.188398735503948,0.199399468511576
3.72314816204266,3.31877810876113,1.38204124526662,1.55949170777886,0.163664410447832,0.19832331016813
3.97380946035219,3.06219258698918,1.64312802873174,1.97436420476002,0.213160688213272,0.23669910759218
5.44752946595551,4.02691573196087,1.45951766584895,1.46392329626091,0.179906496936738,0.210471127727159
4.82952637333185,3.59344625685443,1.57454451822416,1.8405774938247,0.181712332146107,0.20839633771687
5.46522683189681,3.62060245767858,1.39894760291754,1.6229511152659,0.178683358587947,0.186344620578588
